_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
gailisi 1,house,346 aizkraukle,aizkraukle,"56,6270","25,1514",0,no,gailīši,latvian,yes,,"AŠĢTD 58; E 1922, 34",medium,alternative match with daugavgailisi,"nom.pl. of D to gaîlis 'cock, rooster; cockcrow; fire; cock on firearm; last beam on gable; (D, pl.) chanterelle; (D, pl.) uppermost straw bundles on thatched roof; (D, pl.) clods of sour milk in porridge.' Also a FN, cf. Gailītis (LUV). | HC to a cognate to Lt. gaidỹs, cf. Lv. brãlis : OPr. brāti 'brother.' | ME 1, 584.",no comment,inherited,reliable,original word,latvian,cock; cockcrow; fire; cock on firearm; last beam on gable; chanterelle; uppermost straw bundles on thatched roof; clods of sour milk in porridge,domestic animals and animal husbandry; time and weather; other; mushrooms; food; building,yes,modern,no comment,aigars
gailisi 2,house,357 krustpils,unclear,"56,5086","25,8923",0,no,gailīši,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.pl. of D to gaîlis 'cock, rooster; cockcrow; fire; cock on firearm; last beam on gable; (D, pl.) chanterelle; (D, pl.) uppermost straw bundles on thatched roof; (D, pl.) clods of sour milk in porridge.' Also a FN, cf. Gailītis (LUV). | HC to a cognate to Lt. gaidỹs, cf. Lv. brãlis : OPr. brāti 'brother.' | ME 1, 584.",no comment,inherited,reliable,original word,latvian,cock; cockcrow; fire; cock on firearm; last beam on gable; chanterelle; uppermost straw bundles on thatched roof; clods of sour milk in porridge,domestic animals and animal husbandry; time and weather; other; mushrooms; food; building,yes,modern,no comment,aigars
gailisi 3,house,506 krāslava,unclear,"55,8831","27,1831",0,no,gailīši,latvian,unclear,,LĢIA 131941,n/a,no comment,"nom.pl. of D to gaîlis 'cock, rooster; cockcrow; fire; cock on firearm; last beam on gable; (D, pl.) chanterelle; (D, pl.) uppermost straw bundles on thatched roof; (D, pl.) clods of sour milk in porridge.' Also a FN, cf. Gailītis (LUV). | HC to a cognate to Lt. gaidỹs, cf. Lv. brãlis : OPr. brāti 'brother.' | ME 1, 584.",no comment,inherited,reliable,original word,latvian,cock; cockcrow; fire; cock on firearm; last beam on gable; chanterelle; uppermost straw bundles on thatched roof; clods of sour milk in porridge,domestic animals and animal husbandry; time and weather; other; mushrooms; food; building,yes,modern,no comment,aigars
gailupite,river,443 dviete,unclear,"56,1579","26,3111",0,no,gaiļupīte,latvian,unclear,,LĢIA 95959,n/a,no comment,"gaîļupīte 'cock stream.' Also a FN, cf. Gailis (LUV). | gaîlis 'cock; cockcrow; fire; cock on firearm; last beam on gable.' HC to a cognate to Lt. gaidỹs, cf. Lv. brãlis : OPr. brāti 'brother.' | ME 1, 584.",no comment,inherited,reliable,original word,latvian,cock; cockcrow; fire; cock on firearm; last beam on gable; chanterelle; uppermost straw bundles on thatched roof; clods of sour milk in porridge,domestic animals and animal husbandry; time and weather; other; mushrooms; food; building,yes,modern,no comment,aigars
gaiseli 1,village,509 kaplava (borna~borne until 1925),unclear,"55,8627","27,1499",0,no,gaiseļi,latvian,n/a,< 2,AŠĢTD 97; LĢIA 62793,,extant,"to lv gàiss 'air' (ME 1, 587)",n/a,,possible,?,,,,?,,,
gaiseli 2,house,509 kaplava (borna~borne until 1925),unclear,"55,8634","27,1539",0,no,gaiseļi,latvian,written record of Statistical Bureau,< 2,"E 1925, 50; LĢIA 131942",,extant,"to lv gàiss 'air' (ME 1, 587)",n/a,,possible,?,,,,?,,,
gaisma,house,356 ābeļi,unclear,"56,4769","25,8930",50,no,gaisma,latvian,n/a,< 2,LĢIA unreg.,,no comment,"gàisma 'light.' Also a FN (LUV). | To gàišs. | ME 1, 586.",no comment,,,,,light,colors and sounds,yes,modern,no comment,aigars
gaisminas,house,455 svente,unclear,"55,9184","26,4286",0,no,gaismiņas,latvian,n/a,< 2,LĢIA 133671,,extant,"nom.-acc.pl. of D to gàisma 'light; (D) twilight.' Also a FN, cf. Gaisma Gaismiņa (LUV). | To gàišs. | ME 1, 586.",no comment,,,,,light; twilight,colors and sounds; time and weather,yes,modern,no comment,aigars
gajoks,neighborhood,daugavpils,unclear,"55,8645","26,5373",0,no,gajoks,latvian,n/a,< 2,LĢIA 61297,,extant,,,,,,,,,,,,
galdini,house,348 pļaviņas,pļaviņas,"56,5818","25,5599",,no,gal̂diņi,latvian,,1,"E 1922, 61 (standardized); AŠĢTD 67",,,"nom.pl. of D to gal̂ds 'hewn piece of wood; board; table; (D) garter pattern' or perhaps 'joiner; communicant.' Also a FN, cf. Galdiņš (LUV). | ME 1, 589.",no comment,,,,,hewn piece of wood; board; table; garter pattern; joiner; communicant,clothing; facilities; logging,yes,modern,no comment,aigars
galdini,house,455 svente,unclear,"55,9348","26,4237",0,no,galdiņi,latvian,n/a,< 2,LĢIA 60293,,no comment,"nom.pl. of D to gal̂ds 'hewn piece of wood; board; table; (D) garter pattern' or perhaps 'joiner; communicant.' Also a FN, cf. Galdiņš (LUV). | ME 1, 589.",no comment,,,,,hewn piece of wood; board; table; garter pattern; joiner; communicant,clothing; other; logging,yes,modern,no comment,aigars
galdnieki,house,435 dignāja,unclear,"56,3058","26,1651",0,no,galdnieki,latvian,n/a,< 2,LĢIA 128040,,no comment,"nom.pl. of gal̂dniẽks 'joiner; communicant.' | nieka-derivation to gal̂ds 'table.' | ME 1, 589.",no comment,,,,,joiner; communicant,trade and artisanship; christianity,no,modern,no comment,aigars
galdnieki,house,444 nīcgale (part of 450 līksna until 1936),unclear,"56,1188","26,3603",0,no,galdnieki,latvian,n/a,< 2,LĢIA 127795,,no comment,"nom.pl. of gal̂dniẽks 'joiner; communicant.' | nieka-derivation to gal̂ds 'table.' | ME 1, 589.",no comment,,,,,joiner; communicant,trade and artisanship; christianity,no,modern,no comment,aigars
galejas,house,356 ābeļi,unclear,"56,5252","25,7932",0,no,galejas,latvian,n/a,< 2,LĢIA 50242,,no comment,,,,,,,,,,,,
galenieki,house,435 dignāja,unclear,"56,2495","26,1763",0,no,galenieki,latvian,n/a,< 2,LĢIA 129568,,no comment,"nom.pl. of galenieks 'bailiff; superior.' | enieka-derivation to gals 'end.' | ME 1, 592 s.v. galinieks.",no comment,,,,,bailiff; superior,administration,no,modern,no comment,aigars
galsetas,house,356 ābeļi,unclear,"56,4669","25,9153",0,no,galsētas,latvian,n/a,< 2,LĢIA unreg.,,no comment,nom.-acc.pl. of galsȩ̃ta 'end cottage.' | Compound of gals 'end; region' and sȩ̃ta 'fence; cottage.' | AK.,from gal̂vsȩ̃tas.,recent,reliable,original word,latvian,end cottage,settlement,no,modern,no comment,aigars
galvini,house,458 saliena,unclear,"55,8716","26,7755",0,no,galviņi,latvian,n/a,< 2,LĢIA 60746,,no comment,,,,,,,,,,,,
galvini,house,458 saliena,unclear,"55,8716","26,7755",0,no,cālīši,latvian,n/a,< 2,LĢIA 60746,,no comment,"Nom.pl. of D to cãlis 'chicken.' Also a FN, cf. Cālis Cālītis (LUV). | ME 1, 367.",no comment,,,,,chicken,domestic animals and animal husbandry,yes,modern,no comment,aigars
gancausku silens,forest,450 līksna,unclear,"56,0557","26,3822",0,no,gančausku sileņš,latvian,n/a,< 2,LĢIA 122521,,no comment,"Gančausku siliņš 'Gančauski pine grove.' Gen.pl. of Gančauskis 'Gączowski.' Probably a FN, cf. Lt. Gančiáuskas Po. Gączowski (LPDB). | Borrowed from Po. Gączowski, perhaps via Lt. | LPDB s.v. Gančiáuskas.",no comment,,,,,Gączowski,foreign names (slavic),possibly,modern,no comment,aigars
ganceuska,village,450 līksna,unclear,"56,0536","26,3665",0,no,gančeuska,latvian,n/a,< 2,AŠĢTD 78,,no comment,"Gančeuska 'Gączowski.' Probably a FN, cf. Lt. Gančevskis Po. Gączowski (LPDB). | Borrowed from Po. Gączowski, perhaps via Lt. Gančevskis. | LPDB s.v. Gančevskis.",no comment,,,,,Gączowski,foreign names (slavic),possibly,modern,no comment,aigars
ganceuska,village,450 līksna,unclear,"56,0535","26,3658",0,no,gančauski,latvian,n/a,< 2,LĢIA 843,,no comment,"nom.pl. of Gančauskis 'Gączowski.' Probably a FN, cf. Lt. Gančiáuskas Po. Gączowski (LPDB). | Borrowed from Po. Gączowski, perhaps via Lt. | LPDB s.v. Gančiáuskas.",no comment,,,,,Gączowski,foreign names (slavic),possibly,modern,no comment,aigars
ganceuska,village,450 līksna,unclear,"56,0535","26,3658",0,no,gančevski,latvian,n/a,< 2,LĢIA 843,,no comment,"nom.pl. of Gančevskis 'Gączowski.' Probably a FN, cf. Lt. Gančevskis Po. Gączowski (LPDB). | Borrowed from Po. Gączowski, perhaps via Lt. Gančevskis. | LPDB s.v. Gančevskis.",no comment,,,,,Gączowski,foreign names (slavic),possibly,modern,no comment,aigars
ganukroga mezs,forest,357 krustpils,unclear,"56,5645","25,7796",0,no,ganukroga mežs,latvian,n/a,< 2,LĢIA 87666,,no comment,ganukruõga mežs 'herder inn forest.' Gen.sg. of ganukruõgs 'herder inn.' | Syntagm of gen.pl. of gans 'herder' and kruõgs 'inn.' | AK.,no comment,,,,,herder inn,domestic animals and animal husbandry; infrastructure,no,modern,no comment,aigars
garbarzi,house,357 krustpils,unclear,"56,5948","25,7613",n/a,no,gaŗbārži,latvian,standardized,n/a,"E 1925, 169",,no comment,"Lv gaŗbā̀rdis 'longbeard' inherited (ME 1, 605)",,,,,,,,,,,
garbarzi,house,357 krustpils,unclear,"56,5948","25,7613",0,no,gerbāži,latvian,n/a,< 2,LĢIA unreg.,,likely match,,,,,,,,,,,,
garbarzi,unclear,357 krustpils,unclear,"56,5948","25,7613",0,no,ģerbāži,latvian,n/a,< 2,AŠĢTD 67,,likely match,,,,,,,,,,,,
gardini,house,356 ābeļi,unclear,"56,4800","25,9165",0,no,gārdiņi,latvian,n/a,< 2,LĢIA unreg.,,no comment,"nom.pl. of D to gãrds 'fatstock shelter.' | ME 1, 618 s.v. I gãrds.",no comment,,,,,fatstock shelter,domestic animals and animal husbandry,no,modern,no comment,aigars
garsas,house,357 krustpils,unclear,"56,5316","25,8388",0,no,gāršas,latvian,n/a,< 2,LĢIA unreg.,,no comment,"nom.-acc.pl. of gārša 'ground elder (aegopodium podagraria).' Also a FN (LUV). | To gārsa. | ME 1, 619 s.v. I gārša.","gãrša 'large forest' (ME 1, 619 s.v. II gãrša).",,,,,ground elder,herbaceous plants,yes,modern,no comment,aigars
garsas,house,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0973","26,3586",0,no,gāršas,latvian,n/a,< 2,LĢIA 130847,,no comment,"nom.-acc.pl. of gārša 'ground elder (aegopodium podagraria).' Also a FN (LUV). | To gārsa. | ME 1, 619 s.v. I gārša.","gãrša 'large forest' (ME 1, 619 s.v. II gãrša).",,,,,ground elder,herbaceous plants,yes,modern,no comment,aigars
garsas,house,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0974","26,3586",200,no,babiļi,latvian,n/a,< 2,AŠĢTD 78,,possible match,"nom.pl. of babilis 'cotter' vel sim. ← Ru. bobýl' or BRu. babýl' perhaps via Lt. babìlis. Possibly a surname, cf. Lt. Babilis (LPDB) Ru. Bobyl' (LPDB s.v. Babìlius) HG Kleinbauer (DFD) Eng. Cotter. AK.","borrowed from Lt. bãbilas 'fat person' (also a surname); variant of babulis 'windbag' (ME 1, 246 s.v. I babulis).",borrowed,reliable,east slavic,latvian,cotter,agriculture,possibly,modern,no comment,aigars
gaujas,house,457 skrudaliena,unclear,"55,8983","26,7197",0,no,gaujas,latvian,n/a,< 2,LĢIA 131645,,extant; uninhabited,,,,,,,,,,,,
gausini,house,215 salaspils,unclear,"56.857805189758125, 24.43723322964731; 56.8578, 24.4376",,,no,gaũsiņi,latvian,,2; 2,"E 1922, 58 (standardized); AŠĢTD 39; LĢIA 34678",,one object?,"to Lv gaũss 'slow' inherited (?), cf. Lt gáusus (ME 1, 612)",,,,,,,,,,,
geibini,house,509 kaplava (borna~borne until 1925),unclear,"55,8429","27,2814",0,no,geibiņi,latvian,n/a,< 2,LĢIA 65309,,extant,from lt geibùs 'weak',n/a,,possible,latvian,,,other,n/a,,,
geibini,house,509 kaplava (borna~borne until 1925),unclear,"55,8429","27,2814",0,no,ustroņi,latvian,n/a,< 2,LĢIA 65309,,extant,from po ustroń f or ustronie 'isolated place',n/a,borrowed,reliable,polish,,,other,n/a,,,
geidupi,house,436 līvāni,unclear,"56,2219","26,2193",0,no,geidupi,latvian,unclear,,LĢIA 130329,n/a,no comment,"nom.pl. of ģeidupis 'witch river' vel sim. | Compound of ģeida 'mischievous girl; foolish woman; witch; uncontrollable sheep' and compositional V of upe 'river, stream.' First element is of unclear origin. Also a FN (LUV). Second element is cognate with Lt. ùpė and further related to OPr. wupyan 'cloud' and ape 'stream' as well as Skt. ā̆p- and TB āp 'water' a.o. Also a FN (LUV), cf. Po. Potok (ISNP) HG Bach (DFD). | ALEW s.v. ùpė; Derksen 2015, 483 s.v. upė; EH 1, 426 s.v. ģeida; LEW 1169 s.v. ùpė; ME 1, 695 s.v. ģeida; 4, 300 s.v. upe; PKEŽ 1, 86 s.v. ape; SEJL 1468 s.v. ùpė.",no comment,recent,unclear,original word,latvian,witch river,paganism and superstition; riverscape,no,modern,no comment,aigars
geitveniski,house,458 saliena,unclear,n/a,,n/a,no,ģeitvenišķi,latvian,written record of Statistical Bureau,n/a,"E 1925, 53",,no comment,?,,,,,,,,,,,
geitveniski,house,458 saliena,unclear,"55,8810","26,8794",200,no,geitvidiški,latvian,n/a,< 2,AŠĢTD 88,,no comment,,,,,,,,,,,,
geitveniski,house,458 saliena,unclear,"55,8823","26,88",0,no,saulītes,latvian,n/a,< 2,LĢIA 132082,,extant; possible match,"nom.-acc.pl. of D to saũle 'sun.' Also a FN, cf. LUV s.v. Saule & Saulīte. | Inherited from PIE as a l/n-heteroclitic, cf. Lat. sōl ON sól We. haul a.o. All Baltic cognates have been transferred to the ē-stems, cf. Lt. sáulė OPr. saule. Other cognates include Gr. ἠέλιος OCS slъnьce and Skt. svar-. | ALEW s.v. sáulė; Derksen 2015, 390; LEW 765; ME 3, 772; PKEŽ 4, 72; SEJL 1073.",no comment,inherited,reliable,original word,indo-european,sun,time and weather,yes,modern,no comment,aigars
geitviniski,village,458 saliena,unclear,"55,8817","26,8760",0,no,geitviniški,latvian,n/a,< 2,LĢIA 1064,,nonextant,,,,,,,,,,,,
gerini 1,house,356 ābeļi,līkummuiža,n/a,,n/a,no,ģeriņi,latvian,standardized,n/a,"E 1925, 62",,no comment,Lith?,,,,,,,,,,,
gerini 1,house,356 ābeļi,līkummuiža,"56,6133","25,7431",500,no,ģerinki,latvian,n/a,< 2,AŠĢTD 67,,possible match; wrong coordinates?,,,,,,,,,,,,
gerini 1,house,356 ābeļi,līkummuiža,"56,6045","25,7249",0,no,ģērķi,latvian,n/a,< 2,LĢIA 6342,,possible match,,,,,,,,,,,,
gerini 2,house,441 rubeņi,unclear,"56,1946","26,2378",0,no,geriņi,latvian,n/a,< 2,LĢIA 55460,,extant,,,,,,,,,,,,
gipsturis,house,214 katlakalns,unclear,"56,8823","24,1889",,no,ģipstūris,latvian,,,"E 1922, 43 (standardized)",,,"Lv ģipsis 'plaster', cf. ģipstelis 'roof tile' (ME 1, 699) + Lv stùris 'corner' from PIE (ME 3, 1110)",,,,,,,,,,,
gipsturis,house,214 katlakalns,unclear,"56,8823","24,1889",,no,ģipšustūris,latvian,,0,AŠĢTD 39,,likely match,,,,,,,,,,,,
gipsturis,house,214 katlakalns,unclear,"56,8823","24,1889",,no,Gypseck,high german,,0,WRK,,likely match,,,,,,,,,,,,
gipterani,village,435 dignāja,unclear,"56,3325","26,1499",0,no,ģipterāni,latvian,n/a,< 2,LĢIA 55349,,no comment,,,,,,,,,,,,
gipterani,unclear,435 dignāja,unclear,"56,3325","26,1499",0,no,gipterani,latvian,n/a,< 2,AŠĢTD 77,,likely match,,,,,,,,,,,,
giptereni,house,435 dignāja,unclear,"56,3331","26,1506",n/a,no,ģiptȩrȩ̄ni,latvian,standardized,n/a,"E 1925, 57",,no comment,"to (?) Lv ģipstelis 'roofing tile' (ME 1, 699)",,,,,,,,,,,
giptereni,house,435 dignāja,unclear,"56,3331","26,1506",0,no,ģipterāni,latvian,n/a,< 2,LĢIA 126866,,likely match,,,,,,,,,,,,
glaudani 1,village,443 dviete,unclear,"56,0568","26,3351",0,no,glàudāni,latvian,unclear,,"AŠĢTD 78; E 1925, 50; LĢIA 759",high,no comment,"nom.pl. of glaudāns 'flatterer.' Also a FN (LUV). | āna-derivation (or ȩ̄na-) to the root in glaũst 'caress; smooth out,' cf. glaudẽjs 'caresser' glaũdîtãjs 'flatterer.' | AK.",no comment,inherited,possible,original word,latvian,flatterer,nicknames,yes,modern,no comment,aigars
glaudeni 2,village,506 krāslava,unclear,"55,9073","27,0354",0,no,glàudȩ̄ni,latvian,yes,,"E 1925, 168",high,no comment,"nom.pl. of glaudȩ̄ns 'flatterer.' | ȩ̄na-derivation to the root in glaũst 'caress; smooth out,' cf. glaudẽjs 'caresser' glaũdîtãjs 'flatterer.' | AK.",erroneous standardization of glaudāns.,inherited,possible,original word,latvian,flatterer,nicknames,no,modern,no comment,aigars
glaudeni 2,village,506 krāslava,unclear,"55,9073","27,0354",0,no,glaudeni,latvian,unclear,,AŠĢTD 97,high,no comment,"nom.pl. of glaudȩ̄ns 'flatterer.' | ȩ̄na-derivation to the root in glaũst 'caress; smooth out,' cf. glaudẽjs 'caresser' glaũdîtãjs 'flatterer.' | AK.",erroneous standardization of glaudāns.,inherited,possible,original word,latvian,flatterer,nicknames,no,modern,no comment,aigars
glaudeni 2,village,506 krāslava,unclear,"55,9073","27,0354",0,no,glaudāni,latvian,unclear,,LĢIA 4137,high,no comment,"nom.pl. of glaudāns 'flatterer.' Also a FN (LUV). | āna-derivation (or ȩ̄na-) to the root in glaũst 'caress; smooth out,' cf. glaudẽjs 'caresser' glaũdîtãjs 'flatterer.' | AK.",no comment,inherited,possible,original word,latvian,flatterer,nicknames,yes,modern,no comment,aigars
glaudeni 3,house,506 krāslava,unclear,"55,9063","27,0494",0,no,glaudeni,latvian,unclear,,AŠĢTD 97,n/a,no comment,"nom.pl. of glaudȩ̄ns 'flatterer.' | ȩ̄na-derivation to the root in glaũst 'caress; smooth out,' cf. glaudẽjs 'caresser' glaũdîtãjs 'flatterer.' | AK.",erroneous standardization of glaudāns.,inherited,possible,original word,latvian,flatterer,nicknames,no,modern,no comment,aigars
glauditaji,house,227 lielvārde,lielvārde,"56,7116","24,8707",0,no,glàudītāji,latvian,standardized,1,"E 1922, 49; AŠĢTD 49",,extant,"lv glaũdîtãjs 'flatterer' (ME 1, 622 sub glaũdît) to glaũst 'smooth, stroke, caress; snuggle; graze, touch' (ME 1, 622)",no comment,inherited,,east baltic,,,nickname,no comment,,,
glauditaji,village,227 lielvārde,lielvārde,"56,7116","24,8722",0,no,glaudītāji,latvian,n/a,1,LĢIA 143731,,extant,"lv glaũdîtãjs 'flatterer' (ME 1, 622 sub glaũdît) to glaũst 'smooth, stroke, caress; snuggle; graze, touch' (ME 1, 622)",no comment,inherited,,east baltic,,,nickname,no comment,,,
glaudusola,island,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0624","26,3427",0,no,glaudusola,latvian,n/a,< 2,LĢIA 77551,,extant,,,,,,,,,,,,
glaudusola,island,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0624","26,3427",0,no,glaudanu sala,latvian,n/a,< 2,LĢIA 77551,,extant,,,,,,,,,,,,
glaudusola,island,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0624","26,3427",0,no,glaudu sola,latvian,n/a,< 2,LĢIA 77551,,extant,,,,,,,,,,,,
glaudusola,island,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0624","26,3427",0,no,ostrava,latvian,n/a,< 2,LĢIA 77551,,extant,,,,,,,,,,,,
glemzas 1,house,345 skrīveri,skrīveri,"56,5853","25,2246",,no,glemžas,latvian,,,"E 1922, 60 (standardized)",,,"Lv glem̃ža 'clumsy oaf; chatterbox' unclear (ME 1, 625)",,,,,,,,,,,
glemzas 1,,345 skrīveri,skrīveri,"56,5853","25,2246",,no,glemži,latvian,,0,AŠĢTD 58,,likely match,,,,,,,,,,,,
glemzas 2,house,350 sērene,sērene,"56,5841","25,2224",,no,glemžas,latvian,,,"E 1925, 65 (written record of Statistical Bureau)",,,"Lv glem̃ža 'clumsy oaf; chatterbox' unclear (ME 1, 625)",,,,,,,,,,,
glemzas 2,,350 sērene,sērene,"56,5841","25,2224",,no,glemži,latvian,,0,AŠĢTD 58,,same as in 345?,,,,,,,,,,,,
gleznainais krasts,house,509 kaplava (borna~borne until 1925),unclear,"55,8674","27,0023",0,no,gleznainais krasts,latvian,n/a,< 2,LĢIA unreg.,,no comment,"lv glȩznaîns 'ornate' (ME 1, 625) + lv krasts 'bank'",no comment,recent,reliable,latvian,,,other,n/a,,,
glinovka,stream,457 skrudaliena,unclear,"55,8604","26,5665",0,no,gļinovka,,n/a,0,LĢIA 95913,,no comment,"gļinovka 'clay (river).' | Borrowed from Ru. glinovka, ovka-derivation to glina 'clay.' | AK.",no comment,,,,,clay,minerals and mining,no,modern,no comment,aigars
glinovka,stream,457 skrudaliena,unclear,"55,8604","26,5665",0,no,maļutka,,n/a,0,LĢIA 95913,,no comment,maļutka 'baby.' | Borrowed from Ru. maljútka. | ,no comment,,,,,baby,age,no,modern,no comment,aigars
glinovka,stream,457 skrudaliena,unclear,"55,8604","26,5665",0,no,tabore,latvian,n/a,0,LĢIA 95913,,no comment,tabore 'camp.' Also a FN (LUV). | Borrowed from a Turkic language via Ru. tábor. | AK.,no comment,borrowed,reliable,turkic,latvian,camp,settlement,yes,modern,no comment,aigars
gluhoje,lake,505 izvalta,unclear,"55,9267","26,9501",n/a,no,gluhoje,russian,n/a,< 2,LĢIA 80989,,no comment,neut.nom.-acc.sg. of gluhój 'deaf.' | ,no comment,,,,,deaf,qualities,no,modern,no comment,aigars
